depth,gas_CT_hr,excessice_CT_hr,phaseA_CT_hr,phaseB_CT_hr,poreice_CT_hr,totalice_CT_hr,organic_CT_hr,mineral_CT_hr
20.635,1.085,55.072,24.902,18.941,25.186948919035252,80.25894891903525,4.961558152199293,13.694492928765452
20.64,1.077,55.179,24.764,18.98,25.10990724668686,80.28890724668686,4.9448298616316375,13.689262891681501
20.645,1.068,55.238,24.697,18.997,25.07166250441592,80.30966250441591,4.936563451713908,13.685774043870168
20.65,1.064,55.274,24.668,18.994,25.050609297678797,80.32460929767879,4.932210756324624,13.679179945996577
20.655,1.054,55.382,24.544,19.02,24.977455041968625,80.35945504196863,4.91650317119517,13.670041786836205
20.66,1.043,55.383,24.484,19.09,24.96700027007593,80.35000027007592,4.913197157017203,13.693802572906868
20.665,1.051,55.42,24.376,19.153,24.920815050253527,80.34081505025352,4.902534521239691,13.705650428506782
20.67,1.06,55.455,24.327,19.158,24.889616258181192,80.34461625818119,4.895933031326376,13.699450710492432
20.675,1.085,55.515,24.178,19.222,24.815942967653356,80.33094296765336,4.879508590933959,13.704548441412685
20.68,1.097,55.594,24.028,19.281,24.739416686680283,80.33341668668028,4.862567841364726,13.707015471954987
20.685,1.112,55.69,23.892,19.306,24.657655612206916,80.34765561220692,4.845077193814637,13.695267193978449
20.69,1.131,55.764,23.768,19.337,24.586673311291626,80.35067331129163,4.829743561880196,13.688583126828178
20.695,1.15,55.809,23.682,19.359,24.537660846458895,80.34666084645889,4.819146341503231,13.684192812037873
20.7,1.153,55.869,23.512,19.466,24.468364618509693,80.3373646185097,4.802948422970076,13.70668695852023
20.705,1.165,55.858,23.324,19.653,24.421561025572327,80.27956102557232,4.790171347884691,13.765267626542983
20.71,1.171,55.76,23.205,19.864,24.432174275524655,80.19217427552465,4.789011810879751,13.84781391359559
20.715,1.167,55.572,23.128,20.133,24.496585698412417,80.06858569841242,4.79816908217268,13.966245219414905
20.72,1.158,55.406,23.03,20.406,24.5484329364787,79.9544329364787,4.804636040403764,14.082931023117535
20.725,1.151,55.266,22.853,20.73,24.568632297075055,79.83463229707505,4.80367119866158,14.210696504263368
20.73,1.149,55.108,22.727,21.017,24.607492010357177,79.71549201035717,4.807199258348229,14.329308731294594
20.735,1.142,54.953,22.547,21.357,24.632598519346104,79.5855985193461,4.80700399888468,14.464397481769215
20.74,1.131,54.753,22.48,21.637,24.708598599286127,79.46159859928613,4.8184075270246645,14.58999387368921
20.745,1.119,54.65,22.384,21.847,24.73444127823756,79.38444127823756,4.820447386962183,14.676111334800254
20.75,1.097,54.437,22.38,22.086,24.835536574831664,79.27253657483166,4.837752925756622,14.792710499411713
