Image slice depth [cm],"Volumetric gas content (CT, direct) [%]","Volumetric excess ice content (CT, direct) [%]","Volumetric phase A content (CT, direct) [%]","Volumetric phase B content (CT, direct) [%]"
depth,gas_CT_hr,excessice_CT_hr,phaseA_CT_hr,phaseB_CT_hr
80.675,0.24,15.28,38.863,45.617
80.68,0.231,15.062,38.96,45.747
80.685,0.214,14.729,39.252,45.805
80.69,0.211,14.411,39.555,45.823
80.695,0.208,14.227,39.644,45.921
80.7,0.212,14.057,39.741,45.99
80.705,0.205,13.892,39.91,45.993
80.71,0.206,13.674,40.139,45.981
80.715,0.205,13.594,40.245,45.957
80.72,0.2,13.537,40.251,46.011
80.725,0.197,13.505,40.329,45.968
80.73,0.204,13.405,40.531,45.86
80.735,0.202,13.382,40.638,45.779
80.74,0.201,13.408,40.714,45.676
80.745,0.197,13.325,40.958,45.52
80.75,0.188,13.298,41.108,45.406
80.755,0.189,13.34,41.167,45.304
80.76,0.189,13.394,41.181,45.235
80.765,0.19,13.444,41.278,45.088
80.77,0.191,13.496,41.324,44.989
80.775,0.195,13.55,41.461,44.795
80.78,0.196,13.622,41.672,44.51
80.785,0.193,13.699,41.802,44.306
80.79,0.18,13.588,42.029,44.203
80.795,0.193,14.113,41.644,44.049
80.8,0.191,14.232,41.655,43.921
80.805,0.185,14.319,41.725,43.771
80.81,0.175,14.492,41.681,43.651
80.815,0.174,14.642,41.679,43.504
80.82,0.173,14.757,41.735,43.334
80.825,0.176,14.864,41.858,43.103
80.83,0.176,14.896,41.968,42.96
80.835,0.183,14.944,41.959,42.914
80.84,0.193,15.091,41.737,42.979
80.845,0.195,15.221,41.595,42.989
80.85,0.199,15.342,41.445,43.014
80.855,0.195,15.446,41.384,42.974
80.86,0.196,15.445,41.418,42.94
80.865,0.196,15.485,41.44,42.878
80.87,0.196,15.544,41.506,42.755
80.875,0.189,15.599,41.623,42.588
80.88,0.186,15.728,41.618,42.467
80.885,0.186,15.798,41.653,42.363
80.89,0.186,15.795,41.707,42.312
80.895,0.187,15.826,41.683,42.304
80.9,0.187,15.791,41.84,42.182
80.905,0.181,15.815,42.062,41.942
80.91,0.18,15.715,42.378,41.728
80.915,0.172,15.73,42.549,41.549
80.92,0.165,15.781,42.707,41.347
80.925,0.161,15.794,42.834,41.212
80.93,0.159,15.73,43.177,40.934
80.935,0.16,15.548,43.541,40.75
80.94,0.165,15.431,43.766,40.638
80.945,0.17,15.391,43.831,40.608
80.95,0.163,15.361,43.909,40.568
80.955,0.161,15.305,43.957,40.576
80.96,0.162,15.304,43.864,40.67
80.965,0.161,15.304,43.762,40.773
80.97,0.156,15.306,43.679,40.859
80.975,0.15,15.201,43.628,41.021
80.98,0.151,15.113,43.618,41.119
80.985,0.156,14.985,43.761,41.097
80.99,0.156,14.902,43.846,41.096
80.995,0.15,14.855,43.862,41.132
81,0.149,14.736,43.959,41.156
81.005,0.148,14.615,43.928,41.309
81.01,0.147,14.498,43.989,41.366
81.015,0.142,14.4,44.034,41.424
81.02,0.144,14.31,43.957,41.589
81.025,0.143,14.236,43.834,41.788
81.03,0.138,14.163,43.775,41.924
81.035,0.137,14.087,43.79,41.986
81.04,0.141,14.012,43.73,42.117
81.045,0.142,13.956,43.767,42.135
81.05,0.145,13.918,43.844,42.093
81.055,0.141,13.902,43.972,41.984
81.06,0.136,13.844,44.089,41.931
81.065,0.129,13.829,44.151,41.891
81.07,0.124,13.803,44.269,41.804
81.075,0.119,13.806,44.318,41.757
81.08,0.11,13.851,44.341,41.698
81.085,0.109,13.971,44.346,41.574
81.09,0.109,14.126,44.192,41.573
81.095,0.113,14.242,44.014,41.63
81.1,0.113,14.327,43.794,41.766
81.105,0.111,14.409,43.713,41.767
81.11,0.108,14.484,43.747,41.661
81.115,0.106,14.459,43.908,41.527
81.12,0.101,14.376,44.1,41.423
81.125,0.099,14.343,44.202,41.355
81.13,0.101,14.235,44.432,41.233
81.135,0.098,14.13,44.741,41.031
81.14,0.096,14.063,44.878,40.963
81.145,0.097,14.055,44.932,40.916
81.15,0.098,14.113,44.833,40.956
81.155,0.099,14.202,44.683,41.016
81.16,0.102,14.262,44.628,41.007
81.165,0.101,14.281,44.681,40.938
81.17,0.103,14.321,44.817,40.759
81.175,0.103,14.38,44.757,40.76
81.18,0.103,14.386,44.712,40.799
81.185,0.098,14.41,44.78,40.712
81.19,0.097,14.455,44.798,40.65
81.195,0.1,14.425,44.861,40.614
81.2,0.099,14.411,44.872,40.617
81.205,0.104,14.481,44.704,40.711
81.21,0.108,14.545,44.57,40.777
81.215,0.112,14.572,44.561,40.754
81.22,0.114,14.633,44.559,40.694
81.225,0.119,14.721,44.594,40.566
81.23,0.124,14.748,44.666,40.462
81.235,0.118,14.731,44.762,40.389
81.24,0.124,14.75,44.831,40.295
81.245,0.129,14.771,44.917,40.183
81.25,0.13,14.8,45.056,40.014
81.255,0.125,14.765,45.312,39.798
81.26,0.126,14.689,45.518,39.667
81.265,0.123,14.682,45.591,39.604
81.27,0.126,14.695,45.661,39.518
81.275,0.13,14.7,45.733,39.438
81.28,0.131,14.71,45.815,39.344
81.285,0.128,14.733,45.808,39.33
81.29,0.125,14.774,45.844,39.258
81.295,0.122,14.79,45.836,39.253
81.3,0.114,14.805,45.813,39.267
81.305,0.11,14.835,45.745,39.311
81.31,0.111,14.879,45.595,39.415
81.315,0.11,14.979,45.409,39.502
81.32,0.108,15.097,45.235,39.559
81.325,0.107,15.188,45.1,39.605
81.33,0.108,15.202,45.063,39.627
81.335,0.111,15.196,45.003,39.69
81.34,0.114,15.244,44.923,39.719
81.345,0.117,15.17,44.932,39.782
81.35,0.114,15.08,45.101,39.705
81.355,0.113,15.12,44.982,39.785
81.36,0.111,15.24,44.789,39.86
81.365,0.111,15.345,44.721,39.823
81.37,0.11,15.424,44.668,39.799
81.375,0.116,15.539,44.556,39.789
81.38,0.115,15.648,44.469,39.768
81.385,0.111,15.76,44.322,39.807
81.39,0.113,15.829,44.165,39.893
81.395,0.111,15.866,44.095,39.928
81.4,0.1,15.921,44.025,39.954
81.405,0.101,15.955,43.923,40.022
81.41,0.104,15.942,43.897,40.056
81.415,0.108,15.859,43.958,40.075
81.42,0.111,15.819,43.962,40.109
81.425,0.113,15.73,43.964,40.193
81.43,0.104,15.635,44.025,40.236
81.435,0.094,15.562,44.201,40.143
81.44,0.09,15.493,44.312,40.106
81.445,0.09,15.428,44.475,40.007
81.45,0.089,15.401,44.553,39.958
81.455,0.093,15.31,44.616,39.982
81.46,0.093,15.22,44.776,39.911
81.465,0.093,15.081,45.014,39.813
81.47,0.09,14.996,45.086,39.829
81.475,0.085,14.887,45.332,39.696
81.48,0.074,14.792,45.527,39.606
81.485,0.071,14.799,45.469,39.661
81.49,0.065,14.642,45.589,39.704
81.495,0.061,14.526,45.705,39.707
81.5,0.063,14.522,45.723,39.692
81.505,0.066,14.529,45.727,39.678
81.51,0.071,14.419,45.856,39.655
81.515,0.076,14.322,45.933,39.669
81.52,0.077,14.275,45.965,39.684
81.525,0.078,14.186,45.952,39.784
81.53,0.076,14.082,45.972,39.869
81.535,0.074,14.031,45.947,39.948
81.54,0.073,14.028,45.809,40.09
81.545,0.076,13.99,45.726,40.208
81.55,0.078,13.907,45.749,40.266
81.555,0.076,13.852,45.747,40.325
81.56,0.078,13.778,45.806,40.338
81.565,0.081,13.75,45.856,40.313
81.57,0.078,13.811,45.758,40.353
81.575,0.077,13.758,45.784,40.38
81.58,0.076,13.686,45.756,40.482
81.585,0.079,13.62,45.747,40.553
81.59,0.077,13.493,45.882,40.547
81.595,0.082,13.433,45.911,40.574
81.6,0.086,13.331,45.931,40.652
81.605,0.09,13.283,45.997,40.63
81.61,0.087,13.211,45.986,40.716
81.615,0.086,13.237,45.856,40.822
81.62,0.083,13.297,45.728,40.892
81.625,0.083,13.31,45.71,40.896
81.63,0.082,13.298,45.794,40.826
81.635,0.083,13.326,45.835,40.756
81.64,0.085,13.28,45.955,40.68
81.645,0.087,13.224,46.089,40.6
81.65,0.085,13.107,46.305,40.503
81.655,0.084,13.006,46.51,40.401
81.66,0.086,12.853,46.772,40.289
81.665,0.083,12.691,47.03,40.196
81.67,0.084,12.608,47.092,40.217
81.675,0.083,12.589,47.163,40.165
81.68,0.084,12.641,47.026,40.25
81.685,0.086,12.577,47.033,40.304
81.69,0.089,12.521,47.045,40.345
81.695,0.081,12.495,47.069,40.355
81.7,0.082,12.425,47.103,40.39
81.705,0.087,12.371,47.109,40.433
81.71,0.082,12.373,47.049,40.497
81.715,0.075,12.363,47.118,40.443
81.72,0.075,12.382,47.13,40.413
81.725,0.07,12.379,47.107,40.444
81.73,0.07,12.474,46.994,40.462
81.735,0.07,12.579,46.785,40.565
81.74,0.072,12.656,46.656,40.616
81.745,0.069,12.7,46.567,40.664
81.75,0.065,12.791,46.488,40.655
81.755,0.063,12.926,46.398,40.613
81.76,0.061,13.035,46.248,40.657
81.765,0.06,13.14,46.115,40.685
81.77,0.062,13.165,46.061,40.711
81.775,0.068,13.11,46.016,40.805
81.78,0.066,13.063,45.991,40.881
81.785,0.062,13.084,46.039,40.816
81.79,0.06,13.1,46.035,40.805
81.795,0.061,13.068,46.21,40.661
81.8,0.06,13.019,46.458,40.463
81.805,0.058,12.947,46.617,40.378
81.81,0.057,12.938,46.617,40.388
81.815,0.056,12.88,46.656,40.408
81.82,0.057,12.845,46.712,40.387
81.825,0.061,12.937,46.595,40.407
81.83,0.06,13.077,46.417,40.446
81.835,0.061,13.177,46.314,40.448
81.84,0.061,13.262,46.277,40.401
81.845,0.063,13.301,46.226,40.41
81.85,0.064,13.37,46.106,40.459
81.855,0.062,13.389,45.991,40.558
81.86,0.06,13.41,45.869,40.661
81.865,0.059,13.4,45.917,40.623
81.87,0.063,13.38,45.927,40.63
81.875,0.062,13.347,46.006,40.585
81.88,0.061,13.345,46.009,40.585
81.885,0.062,13.352,46.064,40.522
81.89,0.062,13.294,46.027,40.617
81.895,0.062,13.231,46.006,40.701
81.9,0.06,13.298,45.755,40.887
81.905,0.06,13.349,45.609,40.982
81.91,0.063,13.381,45.603,40.953
81.915,0.066,13.4,45.481,41.053
81.92,0.065,13.436,45.479,41.02
81.925,0.066,13.406,45.631,40.897
81.93,0.066,13.341,45.786,40.807
81.935,0.066,13.293,45.985,40.657
81.94,0.064,13.31,45.988,40.638
81.945,0.062,13.332,46.012,40.594
81.95,0.062,13.368,45.989,40.581
81.955,0.061,13.445,45.987,40.507
81.96,0.058,13.489,45.986,40.466
81.965,0.064,13.526,45.838,40.573
81.97,0.063,13.577,45.675,40.686
81.975,0.061,13.598,45.532,40.809
81.98,0.057,13.651,45.409,40.883
81.985,0.057,13.624,45.42,40.899
81.99,0.058,13.701,45.397,40.843
81.995,0.056,13.763,45.397,40.783
82,0.056,13.761,45.494,40.689
82.005,0.062,13.727,45.701,40.511
82.01,0.069,13.687,45.8,40.444
82.015,0.073,13.656,45.83,40.441
82.02,0.075,13.721,45.759,40.446
82.025,0.069,13.862,45.652,40.417
82.03,0.064,14.017,45.424,40.495
82.035,0.064,14.207,45.208,40.521
82.04,0.069,14.295,45.127,40.508
82.045,0.074,14.397,44.952,40.576
82.05,0.071,14.466,44.862,40.601
82.055,0.066,14.475,44.936,40.523
82.06,0.061,14.434,45.133,40.372
82.065,0.055,14.366,45.306,40.273
82.07,0.049,14.322,45.437,40.192
82.075,0.049,14.245,45.565,40.141
82.08,0.046,14.215,45.649,40.09
82.085,0.045,14.221,45.703,40.03
82.09,0.049,14.242,45.672,40.037
82.095,0.05,14.307,45.62,40.024
82.1,0.051,14.358,45.529,40.063
82.105,0.05,14.376,45.55,40.024
82.11,0.049,14.338,45.679,39.934
82.115,0.051,14.349,45.715,39.885
82.12,0.051,14.413,45.656,39.88
82.125,0.053,14.465,45.595,39.888
82.13,0.049,14.399,45.785,39.767
82.135,0.047,14.357,45.915,39.681
82.14,0.045,14.332,45.896,39.728
82.145,0.039,14.291,45.887,39.784
82.15,0.041,14.216,45.957,39.786
82.155,0.043,14.166,45.941,39.851
82.16,0.043,14.146,45.916,39.894
82.165,0.046,14.236,45.825,39.893
82.17,0.043,14.299,45.837,39.821
82.175,0.045,14.254,45.85,39.851
82.18,0.046,14.178,45.985,39.791
82.185,0.047,14.123,45.97,39.86
82.19,0.049,14.144,45.898,39.909
82.195,0.049,14.158,45.814,39.979
82.2,0.048,14.138,45.783,40.031
82.205,0.051,14.049,45.872,40.028
82.21,0.052,13.929,46.097,39.922
82.215,0.046,13.913,46.155,39.886
82.22,0.045,13.91,46.112,39.932
82.225,0.041,13.874,46.186,39.898
82.23,0.038,13.92,46.189,39.853
82.235,0.035,13.966,46.115,39.883
82.24,0.038,13.984,46.064,39.914
82.245,0.039,13.987,46.03,39.943
82.25,0.04,13.942,46.037,39.98
82.255,0.039,13.83,46.222,39.91
82.26,0.037,13.7,46.404,39.859
82.265,0.035,13.614,46.488,39.862
82.27,0.036,13.526,46.631,39.808
82.275,0.034,13.551,46.735,39.681
82.28,0.034,13.582,46.731,39.653
82.285,0.034,13.554,46.798,39.614
82.29,0.032,13.556,46.806,39.607
82.295,0.032,13.568,46.813,39.587
82.3,0.032,13.545,46.924,39.499
82.305,0.034,13.506,47.027,39.433
82.31,0.031,13.467,47.143,39.359
82.315,0.029,13.413,47.274,39.284
82.32,0.029,13.412,47.344,39.215
82.325,0.027,13.443,47.37,39.16
82.33,0.027,13.491,47.259,39.224
82.335,0.024,13.555,47.187,39.234
82.34,0.023,13.573,47.218,39.187
82.345,0.026,13.57,47.304,39.1
82.35,0.028,13.513,47.358,39.101
82.355,0.027,13.49,47.365,39.118
82.36,0.027,13.486,47.374,39.114
82.365,0.028,13.488,47.481,39.003
82.37,0.027,13.446,47.64,38.886
82.375,0.028,13.388,47.797,38.787
82.38,0.031,13.345,47.97,38.653
82.385,0.029,13.324,48.099,38.548
82.39,0.027,13.386,48.12,38.467
82.395,0.027,13.489,48.142,38.342
82.4,0.031,13.586,48.035,38.349
82.405,0.031,13.669,47.94,38.36
82.41,0.028,13.739,48.014,38.219
82.415,0.03,13.738,48.15,38.081
82.42,0.032,13.73,48.35,37.889
82.425,0.028,13.728,48.524,37.72
82.43,0.022,13.699,48.687,37.593
82.435,0.02,13.685,48.799,37.496
82.44,0.019,13.602,49.02,37.36
82.445,0.019,13.574,49.096,37.312
82.45,0.02,13.548,49.167,37.265
82.455,0.019,13.543,49.18,37.257
82.46,0.019,13.543,49.26,37.178
82.465,0.017,13.569,49.351,37.064
82.47,0.018,13.604,49.421,36.957
82.475,0.022,13.613,49.527,36.839
82.48,0.026,13.681,49.581,36.713
82.485,0.028,13.753,49.598,36.622
82.49,0.027,13.793,49.715,36.465
82.495,0.029,13.839,49.796,36.335
82.5,0.03,13.896,49.737,36.337
82.505,0.031,13.941,49.652,36.375
82.51,0.035,13.963,49.629,36.373
82.515,0.035,13.985,49.548,36.433
82.52,0.034,13.987,49.531,36.449
82.525,0.034,14.026,49.559,36.381
82.53,0.037,14.017,49.636,36.31
82.535,0.035,14.011,49.653,36.301
82.54,0.03,14.089,49.603,36.279
82.545,0.03,14.187,49.567,36.216
82.55,0.032,14.211,49.673,36.084
82.555,0.031,14.286,49.732,35.951
82.56,0.034,14.294,49.894,35.779
82.565,0.036,14.296,49.956,35.712
82.57,0.034,14.343,49.964,35.658
82.575,0.033,14.434,49.993,35.54
82.58,0.032,14.493,49.986,35.489
82.585,0.032,14.623,49.776,35.569
82.59,0.032,14.702,49.666,35.6
82.595,0.036,14.699,49.677,35.588
82.6,0.038,14.694,49.804,35.464
82.605,0.038,14.733,49.929,35.301
82.61,0.04,14.769,50.057,35.133
82.615,0.042,14.796,50.14,35.021
82.62,0.043,14.878,50.115,34.964
82.625,0.045,14.877,50.186,34.891
82.63,0.042,14.857,50.37,34.731
82.635,0.04,14.863,50.44,34.657
82.64,0.041,14.898,50.475,34.586
82.645,0.042,14.928,50.432,34.599
82.65,0.039,14.948,50.436,34.577
82.655,0.036,14.949,50.546,34.468
82.66,0.035,14.933,50.742,34.291
82.665,0.033,14.857,50.923,34.188
82.67,0.032,14.744,51.093,34.131
82.675,0.031,14.705,51.222,34.043
82.68,0.029,14.681,51.31,33.98
82.685,0.025,14.693,51.368,33.914
82.69,0.023,14.728,51.355,33.894
82.695,0.021,14.777,51.416,33.786
82.7,0.02,14.778,51.517,33.685
82.705,0.022,14.809,51.489,33.68
82.71,0.024,14.837,51.475,33.664
82.715,0.029,14.833,51.557,33.581
82.72,0.033,14.849,51.588,33.53
82.725,0.039,14.904,51.588,33.469
82.73,0.043,14.928,51.729,33.301
82.735,0.041,14.942,51.847,33.17
82.74,0.037,14.972,51.867,33.124
82.745,0.035,15.066,51.85,33.049
82.75,0.031,15.146,51.873,32.95
82.755,0.028,15.21,51.899,32.863
82.76,0.03,15.275,51.903,32.791
82.765,0.033,15.287,52.001,32.679
82.77,0.035,15.266,52.204,32.495
82.775,0.037,15.316,52.24,32.407
82.78,0.038,15.306,52.346,32.31
82.785,0.041,15.254,52.518,32.187
82.79,0.041,15.207,52.678,32.075
82.795,0.04,15.187,52.752,32.021
82.8,0.036,15.181,53.013,31.77
82.805,0.032,15.203,53.138,31.627
82.81,0.033,15.296,53.148,31.523
82.815,0.03,15.338,53.162,31.471
82.82,0.028,15.391,53.21,31.372
82.825,0.028,15.441,53.19,31.342
82.83,0.026,15.465,53.219,31.29
82.835,0.025,15.461,53.277,31.236
82.84,0.025,15.497,53.336,31.142
82.845,0.024,15.526,53.261,31.188
82.85,0.028,15.536,53.316,31.119
82.855,0.031,15.597,53.374,30.998
82.86,0.03,15.642,53.461,30.867
82.865,0.033,15.651,53.628,30.688
82.87,0.035,15.66,53.735,30.57
82.875,0.036,15.759,53.663,30.542
82.88,0.036,15.834,53.587,30.543
82.885,0.036,15.831,53.661,30.472
82.89,0.036,15.922,53.654,30.388
82.895,0.033,16.08,53.567,30.32
82.9,0.028,16.165,53.579,30.228
82.905,0.028,16.214,53.613,30.145
82.91,0.033,16.278,53.652,30.037
82.915,0.036,16.331,53.677,29.956
82.92,0.037,16.47,53.641,29.852
82.925,0.038,16.58,53.578,29.803
82.93,0.037,16.668,53.589,29.706
82.935,0.034,16.695,53.653,29.617
82.94,0.033,16.713,53.752,29.502
82.945,0.031,16.736,53.8,29.433
82.95,0.032,16.781,53.815,29.372
82.955,0.032,16.878,53.795,29.295
82.96,0.033,16.985,53.729,29.252
82.965,0.035,17.102,53.695,29.168
82.97,0.038,17.205,53.687,29.069
82.975,0.04,17.343,53.662,28.954
82.98,0.044,17.441,53.715,28.801
82.985,0.046,17.45,53.879,28.625
82.99,0.048,17.518,53.862,28.572
82.995,0.049,17.529,53.935,28.487
83,0.049,17.535,54.001,28.415
83.005,0.046,17.529,54.073,28.352
83.01,0.046,17.52,54.18,28.253
83.015,0.043,17.481,54.401,28.075
83.02,0.041,17.447,54.627,27.884
83.025,0.04,17.527,54.671,27.762
83.03,0.04,17.646,54.572,27.743
83.035,0.042,17.781,54.502,27.675
83.04,0.043,17.937,54.437,27.583
83.045,0.042,18.007,54.574,27.377
83.05,0.043,18.018,54.716,27.223
83.055,0.041,18.039,54.776,27.145
83.06,0.039,18.098,54.768,27.096
83.065,0.04,18.172,54.699,27.089
83.07,0.039,18.224,54.662,27.075
83.075,0.037,18.253,54.717,26.993
83.08,0.035,18.269,54.761,26.935
83.085,0.036,18.274,54.834,26.856
83.09,0.037,18.347,54.878,26.738
83.095,0.041,18.418,54.873,26.668
83.1,0.043,18.386,55.058,26.514
83.105,0.043,18.391,55.203,26.363
83.11,0.045,18.391,55.359,26.205
83.115,0.047,18.407,55.434,26.112
83.12,0.048,18.395,55.454,26.103
83.125,0.044,18.362,55.488,26.106
83.13,0.046,18.389,55.447,26.118
83.135,0.048,18.377,55.445,26.131
83.14,0.05,18.35,55.353,26.247
83.145,0.053,18.416,55.225,26.306
83.15,0.053,18.45,55.198,26.299
83.155,0.054,18.475,55.12,26.351
83.16,0.058,18.522,55.087,26.333
83.165,0.057,18.557,54.976,26.41
83.17,0.059,18.588,54.952,26.402
83.175,0.057,18.608,54.975,26.359
83.18,0.061,18.689,54.871,26.378
83.185,0.064,18.845,54.733,26.358
83.19,0.065,18.988,54.637,26.309
83.195,0.066,19.104,54.598,26.231
83.2,0.068,19.205,54.531,26.195
83.205,0.072,19.364,54.436,26.128
83.21,0.076,19.501,54.309,26.114
83.215,0.076,19.709,54.119,26.095
83.22,0.079,19.979,53.908,26.035
83.225,0.079,20.242,53.683,25.996
83.23,0.081,20.464,53.439,26.015
83.235,0.083,20.674,53.257,25.986
83.24,0.078,20.869,53.016,26.037
83.245,0.074,21.209,52.605,26.112
83.25,0.072,21.507,52.294,26.127
83.255,0.07,21.739,52.063,26.128
83.26,0.068,21.903,51.91,26.118
83.265,0.067,22.095,51.785,26.053
83.27,0.068,22.303,51.624,26.005
83.275,0.067,22.476,51.519,25.938
83.28,0.067,22.638,51.408,25.887
83.285,0.071,22.934,51.138,25.856
83.29,0.07,23.245,50.904,25.78
83.295,0.069,23.502,50.723,25.706
83.3,0.069,23.803,50.494,25.634
83.305,0.07,24.052,50.189,25.689
83.31,0.068,24.231,50.047,25.655
83.315,0.069,24.365,49.889,25.677
83.32,0.071,24.575,49.625,25.729
83.325,0.074,24.717,49.438,25.771
83.33,0.077,24.901,49.191,25.831
83.335,0.079,24.986,49.065,25.87
83.34,0.081,25.101,48.946,25.872
83.345,0.082,25.227,48.863,25.828
83.35,0.085,25.364,48.785,25.767
83.355,0.086,25.939,48.006,25.969
83.36,0.086,26.195,47.681,26.037
83.365,0.084,26.435,47.46,26.021
83.37,0.084,26.665,47.28,25.971
83.375,0.083,26.866,47.066,25.985
83.38,0.082,27.135,46.761,26.021
83.385,0.084,27.34,46.515,26.061
83.39,0.082,27.601,46.284,26.032
83.395,0.088,27.828,46.111,25.974
83.4,0.093,28.016,46.088,25.803
83.405,0.097,28.214,45.994,25.696
83.41,0.103,28.38,45.956,25.561
83.415,0.102,28.483,45.986,25.429
83.42,0.099,28.535,46.092,25.275
83.425,0.097,28.699,46.089,25.115
83.43,0.095,28.874,46.021,25.01
83.435,0.097,29.07,45.846,24.986
83.44,0.096,29.318,45.702,24.884
83.445,0.096,29.588,45.53,24.786
83.45,0.097,29.803,45.425,24.676
83.455,0.1,30.076,45.241,24.582
83.46,0.103,30.359,45.077,24.461
83.465,0.102,30.636,44.864,24.398
83.47,0.108,30.856,44.722,24.314
83.475,0.112,31.093,44.55,24.245
83.48,0.116,31.293,44.427,24.165
83.485,0.118,31.467,44.282,24.133
83.49,0.121,31.611,44.164,24.105
83.495,0.121,31.781,44.075,24.022
83.5,0.122,31.989,43.892,23.997
83.505,0.119,32.227,43.663,23.991
83.51,0.115,32.432,43.455,23.998
83.515,0.107,32.543,43.403,23.947
83.52,0.097,32.707,43.255,23.941
83.525,0.09,32.874,43.101,23.936
83.53,0.084,33.062,42.958,23.895
83.535,0.086,33.165,42.916,23.834
83.54,0.089,33.351,42.82,23.74
83.545,0.093,33.54,42.662,23.706
83.55,0.097,33.714,42.497,23.691
83.555,0.103,33.821,42.337,23.739
83.56,0.107,33.911,42.211,23.772
83.565,0.113,34.052,42.011,23.824
83.57,0.117,34.259,41.705,23.92
83.575,0.117,34.591,41.376,23.915
83.58,0.114,34.878,41.155,23.853
83.585,0.111,35.111,40.936,23.842
83.59,0.108,35.315,40.69,23.887
83.595,0.103,35.557,40.475,23.864
83.6,0.098,35.706,40.273,23.923
83.605,0.096,35.781,40.198,23.925
83.61,0.097,35.872,40.114,23.916
83.615,0.096,36.015,40.008,23.88
83.62,0.095,36.243,39.771,23.892
83.625,0.095,36.427,39.668,23.81
83.63,0.097,36.5,39.64,23.763
83.635,0.094,36.561,39.65,23.695
83.64,0.096,36.695,39.559,23.65
83.645,0.098,36.839,39.413,23.65
83.65,0.094,36.897,39.328,23.68
83.655,0.093,36.944,39.29,23.674
83.66,0.09,36.963,39.223,23.724
83.665,0.094,37.107,39.026,23.772
83.67,0.097,37.199,38.917,23.786
83.675,0.1,37.263,38.909,23.727
83.68,0.104,37.288,38.975,23.633
83.685,0.113,37.322,38.923,23.643
83.69,0.122,37.331,38.869,23.677
83.695,0.124,37.414,38.796,23.667
83.7,0.127,37.431,38.74,23.702
83.705,0.132,37.466,38.66,23.742
83.71,0.137,37.553,38.495,23.816
83.715,0.136,37.661,38.284,23.919
83.72,0.131,37.769,38.105,23.995
83.725,0.122,37.862,37.935,24.081
83.73,0.111,37.921,37.8,24.169
83.735,0.106,37.962,37.642,24.29
83.74,0.1,38.084,37.428,24.388
83.745,0.096,38.156,37.241,24.507
83.75,0.092,38.121,37.2,24.586
83.755,0.09,38.124,37.155,24.63
83.76,0.096,38.06,37.205,24.638
83.765,0.096,37.967,37.281,24.657
83.77,0.093,37.921,37.222,24.764
83.775,0.093,38.003,36.982,24.923
83.78,0.094,38.078,36.746,25.082
83.785,0.105,38.176,36.534,25.185
83.79,0.115,38.352,36.277,25.256
83.795,0.12,38.437,36.014,25.429
83.8,0.125,38.504,35.803,25.567
83.805,0.126,38.573,35.667,25.634
83.81,0.128,38.619,35.459,25.794
83.815,0.128,38.776,35.133,25.963
83.82,0.125,38.859,34.907,26.109
83.825,0.122,38.939,34.678,26.262
83.83,0.116,38.998,34.503,26.383
83.835,0.103,39.06,34.314,26.523
83.84,0.093,39.077,34.228,26.602
83.845,0.091,39.1,34.047,26.762
83.85,0.093,39.139,33.933,26.835
83.855,0.088,39.155,33.844,26.913
83.86,0.093,39.143,33.732,27.033
83.865,0.095,39.24,33.562,27.103
83.87,0.097,39.357,33.307,27.239
83.875,0.105,39.447,33.048,27.4
83.88,0.106,39.532,32.805,27.557
83.885,0.106,39.543,32.647,27.703
83.89,0.109,39.535,32.562,27.794
83.895,0.115,39.516,32.53,27.84
83.9,0.114,39.439,32.58,27.868
83.905,0.116,39.313,32.597,27.974
83.91,0.115,39.211,32.593,28.08
83.915,0.117,39.097,32.71,28.077
83.92,0.112,38.939,32.833,28.116
83.925,0.107,38.792,32.962,28.139
83.93,0.098,38.701,32.981,28.22
83.935,0.1,38.598,33.022,28.281
83.94,0.102,38.504,33.054,28.34
83.945,0.102,38.435,33.119,28.343
83.95,0.104,38.313,33.25,28.333
83.955,0.103,38.136,33.409,28.352
83.96,0.103,38.022,33.426,28.449
83.965,0.105,37.969,33.418,28.508
83.97,0.106,37.84,33.501,28.553
83.975,0.11,37.7,33.596,28.594
83.98,0.11,37.575,33.671,28.644
83.985,0.112,37.465,33.749,28.674
83.99,0.112,37.347,33.822,28.72
83.995,0.115,37.291,33.796,28.799
84,0.114,37.274,33.779,28.833
84.005,0.113,37.264,33.736,28.887
84.01,0.113,37.212,33.677,28.998
84.015,0.113,37.064,33.731,29.092
84.02,0.106,36.949,33.841,29.105
84.025,0.107,36.829,33.879,29.185
84.03,0.107,36.662,33.974,29.257
84.035,0.107,36.479,34.14,29.274
84.04,0.106,36.411,34.19,29.293
84.045,0.103,36.384,34.142,29.37
84.05,0.102,36.408,34.053,29.436
84.055,0.102,36.288,34.138,29.472
84.06,0.099,36.166,34.221,29.514
84.065,0.098,36.009,34.412,29.48
84.07,0.095,35.866,34.565,29.474
84.075,0.088,35.776,34.685,29.451
84.08,0.081,35.657,34.786,29.477
84.085,0.077,35.554,34.899,29.469
84.09,0.071,35.455,35.087,29.387
84.095,0.07,35.343,35.188,29.4
84.1,0.072,35.221,35.379,29.329
84.105,0.071,35.072,35.551,29.306
84.11,0.072,34.995,35.518,29.414
84.115,0.071,34.943,35.497,29.489
84.12,0.07,34.856,35.501,29.573
84.125,0.07,34.793,35.473,29.663
84.13,0.069,34.621,35.613,29.697
84.135,0.073,34.397,35.798,29.732
